Area,Year,Population,Data quality rating,Data quality,Type of primary data,Data footnote,Modifications,Modification footnote,Source of gapminder
"Macao, China",2006,"453,125",,NA,NA,,NA,,Maddison on-line
"Macao, China",2007,"456,989",,NA,NA,,NA,,Maddison on-line
"Macao, China",2008,"460,823",,NA,NA,,Temporal extrapolation,,Maddison on-line
"Macao, China",2030,"524,356",,NA,NA,,Temporal extrapolation,,Maddison on-line
"Macedonia, FYR",1800,"391,865",5,Very poor,Arbitrary guess,,,,No data
"Macedonia, FYR",1820,"391,865",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison on-line
"Macedonia, FYR",1950,"1,224,627",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1951,"1,255,619",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1952,"1,271,611",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1953,"1,299,452",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1954,"1,325,223",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1955,"1,340,031",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1956,"1,339,977",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1957,"1,344,846",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1958,"1,344,772",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1959,"1,353,539",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1960,"1,366,198",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1961,"1,381,753",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1962,"1,401,167",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1963,"1,422,470",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1964,"1,444,676",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1965,"1,469,729",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1966,"1,489,836",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1967,"1,511,816",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1968,"1,532,751",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1969,"1,553,615",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1970,"1,574,407",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1971,"1,596,091",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1972,"1,617,701",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1973,"1,639,236",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1974,"1,661,657",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1975,"1,684,000",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1976,"1,706,445",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1977,"1,727,797",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1978,"1,747,113",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1979,"1,768,203",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1980,"1,792,000",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1981,"1,808,103",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1982,"1,823,791",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1983,"1,831,444",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1984,"1,837,295",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1985,"1,844,740",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1986,"1,850,679",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1987,"1,856,378",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1988,"1,858,920",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1989,"1,863,007",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1990,"1,861,361",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1991,"1,867,710",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1992,"1,889,358",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1993,"1,917,563",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1994,"1,935,034",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1995,"1,954,048",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1996,"1,971,102",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1997,"1,984,860",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1998,"1,995,474",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",1999,"2,004,985",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",2000,"2,014,512",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",2001,"2,023,912",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",2002,"2,030,445",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",2003,"2,035,145",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",2004,"2,040,085",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",2005,"2,045,262",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",2006,"2,050,554",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",2007,"2,055,915",,NA,NA,,NA,,Maddison on-line
"Macedonia, FYR",2008,"2,061,315",,NA,NA,,Temporal extrapolation,,Maddison on-line
"Macedonia, FYR",2030,"2,113,860",,NA,NA,,Temporal extrapolation,,Maddison on-line
Madagascar,1600,"800,000",,NA,NA,,NA,,Maddison on-line
Madagascar,1700,"1,000,000",,NA,NA,,NA,,Maddison on-line
Madagascar,1820,"1,683,000",,NA,NA,,NA,,Maddison on-line
Madagascar,1950,"4,620,437",,NA,NA,,NA,,Maddison on-line
Madagascar,1951,"4,690,031",,NA,NA,,NA,,Maddison on-line
Madagascar,1952,"4,762,912",,NA,NA,,NA,,Maddison on-line
Madagascar,1953,"4,839,248",,NA,NA,,NA,,Maddison on-line
Madagascar,1954,"4,919,118",,NA,NA,,NA,,Maddison on-line
Madagascar,1955,"5,002,657",,NA,NA,,NA,,Maddison on-line
Madagascar,1956,"5,090,058",,NA,NA,,NA,,Maddison on-line
Madagascar,1957,"5,181,679",,NA,NA,,NA,,Maddison on-line
Madagascar,1958,"5,277,482",,NA,NA,,NA,,Maddison on-line
Madagascar,1959,"5,377,583",,NA,NA,,NA,,Maddison on-line
Madagascar,1960,"5,481,721",,NA,NA,,NA,,Maddison on-line
Madagascar,1961,"5,590,111",,NA,NA,,NA,,Maddison on-line
Madagascar,1962,"5,703,324",,NA,NA,,NA,,Maddison on-line
Madagascar,1963,"5,821,158",,NA,NA,,NA,,Maddison on-line
Madagascar,1964,"5,943,744",,NA,NA,,NA,,Maddison on-line
Madagascar,1965,"6,070,004",,NA,NA,,NA,,Maddison on-line
Madagascar,1966,"6,200,000",,NA,NA,,NA,,Maddison on-line
Madagascar,1967,"6,334,556",,NA,NA,,NA,,Maddison on-line
Madagascar,1968,"6,473,179",,NA,NA,,NA,,Maddison on-line
Madagascar,1969,"6,615,873",,NA,NA,,NA,,Maddison on-line
Madagascar,1970,"6,765,644",,NA,NA,,NA,,Maddison on-line
Madagascar,1971,"6,920,494",,NA,NA,,NA,,Maddison on-line
Madagascar,1972,"7,082,430",,NA,NA,,NA,,Maddison on-line
Madagascar,1973,"7,250,455",,NA,NA,,NA,,Maddison on-line
Madagascar,1974,"7,423,573",,NA,NA,,NA,,Maddison on-line
Madagascar,1975,"7,603,790",,NA,NA,,NA,,Maddison on-line
Madagascar,1976,"7,805,271",,NA,NA,,NA,,Maddison on-line
Madagascar,1977,"8,007,166",,NA,NA,,NA,,Maddison on-line
Madagascar,1978,"8,216,944",,NA,NA,,NA,,Maddison on-line
Madagascar,1979,"8,442,496",,NA,NA,,NA,,Maddison on-line
Madagascar,1980,"8,676,821",,NA,NA,,NA,,Maddison on-line
Madagascar,1981,"8,919,844",,NA,NA,,NA,,Maddison on-line
Madagascar,1982,"9,171,477",,NA,NA,,NA,,Maddison on-line
Madagascar,1983,"9,432,079",,NA,NA,,NA,,Maddison on-line
Madagascar,1984,"9,701,947",,NA,NA,,NA,,Maddison on-line
Madagascar,1985,"9,981,292",,NA,NA,,NA,,Maddison on-line
Madagascar,1986,"10,270,192",,NA,NA,,NA,,Maddison on-line
Madagascar,1987,"10,568,642",,NA,NA,,NA,,Maddison on-line
Madagascar,1988,"10,876,604",,NA,NA,,NA,,Maddison on-line
Madagascar,1989,"11,194,241",,NA,NA,,NA,,Maddison on-line
Madagascar,1990,"11,522,099",,NA,NA,,NA,,Maddison on-line
Madagascar,1991,"11,860,473",,NA,NA,,NA,,Maddison on-line
Madagascar,1992,"12,210,395",,NA,NA,,NA,,Maddison on-line
Madagascar,1993,"12,573,284",,NA,NA,,NA,,Maddison on-line
Madagascar,1994,"12,949,727",,NA,NA,,NA,,Maddison on-line
Madagascar,1995,"13,340,359",,NA,NA,,NA,,Maddison on-line
Madagascar,1996,"13,745,709",,NA,NA,,NA,,Maddison on-line
Madagascar,1997,"14,165,114",,NA,NA,,NA,,Maddison on-line
Madagascar,1998,"14,598,047",,NA,NA,,NA,,Maddison on-line
Madagascar,1999,"15,045,015",,NA,NA,,NA,,Maddison on-line
Madagascar,2000,"15,506,472",,NA,NA,,NA,,Maddison on-line
Madagascar,2001,"15,982,563",,NA,NA,,NA,,Maddison on-line
Madagascar,2002,"16,473,477",,NA,NA,,NA,,Maddison on-line
Madagascar,2003,"16,979,744",,NA,NA,,NA,,Maddison on-line
Madagascar,2004,"17,501,871",,NA,NA,,NA,,Maddison on-line
Madagascar,2005,"18,040,341",,NA,NA,,NA,,Maddison on-line
Madagascar,2006,"18,595,469",,NA,NA,,NA,,Maddison on-line
Madagascar,2007,"19,167,654",,NA,NA,,NA,,Maddison on-line
Madagascar,2008,"19,757,525",,NA,NA,,Temporal extrapolation,,Maddison on-line
Madagascar,2030,"38,139,622",,NA,NA,,Temporal extrapolation,,Maddison on-line
Malawi,1800,"737,000",5,Very poor,Arbitrary guess,,None,,Arbitrary guess by gapminder.
Malawi,1901,"737,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Malawi,1911,"970,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Malawi,1921,"1,202,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Malawi,1926,"1,293,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Malawi,1931,"1,603,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Malawi,1945,"2,050,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Malawi,1950,"2,816,600",,NA,NA,,NA,,Maddison on-line
Malawi,1951,"2,866,038",,NA,NA,,NA,,Maddison on-line
Malawi,1952,"2,917,802",,NA,NA,,NA,,Maddison on-line
Malawi,1953,"2,971,986",,NA,NA,,NA,,Maddison on-line
Malawi,1954,"3,028,691",,NA,NA,,NA,,Maddison on-line
Malawi,1955,"3,088,155",,NA,NA,,NA,,Maddison on-line
Malawi,1956,"3,151,911",,NA,NA,,NA,,Maddison on-line
Malawi,1957,"3,221,238",,NA,NA,,NA,,Maddison on-line
Malawi,1958,"3,294,697",,NA,NA,,NA,,Maddison on-line
Malawi,1959,"3,370,054",,NA,NA,,NA,,Maddison on-line
Malawi,1960,"3,450,444",,NA,NA,,NA,,Maddison on-line
Malawi,1961,"3,532,056",,NA,NA,,NA,,Maddison on-line
Malawi,1962,"3,628,608",,NA,NA,,NA,,Maddison on-line
Malawi,1963,"3,726,394",,NA,NA,,NA,,Maddison on-line
Malawi,1964,"3,816,197",,NA,NA,,NA,,Maddison on-line
Malawi,1965,"3,914,095",,NA,NA,,NA,,Maddison on-line
Malawi,1966,"4,023,000",,NA,NA,,NA,,Maddison on-line
Malawi,1967,"4,147,252",,NA,NA,,NA,,Maddison on-line
Malawi,1968,"4,263,813",,NA,NA,,NA,,Maddison on-line
Malawi,1969,"4,379,269",,NA,NA,,NA,,Maddison on-line
Malawi,1970,"4,489,313",,NA,NA,,NA,,Maddison on-line
Malawi,1971,"4,606,268",,NA,NA,,NA,,Maddison on-line
Malawi,1972,"4,730,997",,NA,NA,,NA,,Maddison on-line
Malawi,1973,"4,864,937",,NA,NA,,NA,,Maddison on-line
Malawi,1974,"5,030,764",,NA,NA,,NA,,Maddison on-line
Malawi,1975,"5,267,679",,NA,NA,,NA,,Maddison on-line
Malawi,1976,"5,473,443",,NA,NA,,NA,,Maddison on-line
Malawi,1977,"5,637,246",,NA,NA,,NA,,Maddison on-line
Malawi,1978,"5,791,837",,NA,NA,,NA,,Maddison on-line
Malawi,1979,"5,955,844",,NA,NA,,NA,,Maddison on-line
Malawi,1980,"6,129,035",,NA,NA,,NA,,Maddison on-line
Malawi,1981,"6,311,339",,NA,NA,,NA,,Maddison on-line
Malawi,1982,"6,502,825",,NA,NA,,NA,,Maddison on-line
Malawi,1983,"6,702,443",,NA,NA,,NA,,Maddison on-line
Malawi,1984,"6,909,279",,NA,NA,,NA,,Maddison on-line
Malawi,1985,"7,123,455",,NA,NA,,NA,,Maddison on-line
Malawi,1986,"7,391,617",,NA,NA,,NA,,Maddison on-line
Malawi,1987,"7,824,747",,NA,NA,,NA,,Maddison on-line
Malawi,1988,"8,349,217",,NA,NA,,NA,,Maddison on-line
Malawi,1989,"8,843,826",,NA,NA,,NA,,Maddison on-line
Malawi,1990,"9,286,655",,NA,NA,,NA,,Maddison on-line
Malawi,1991,"9,655,208",,NA,NA,,NA,,Maddison on-line
Malawi,1992,"10,014,249",,NA,NA,,NA,,Maddison on-line
Malawi,1993,"10,182,205",,NA,NA,,NA,,Maddison on-line
Malawi,1994,"9,992,214",,NA,NA,,NA,,Maddison on-line
Malawi,1995,"9,912,344",,NA,NA,,NA,,Maddison on-line
Malawi,1996,"10,143,562",,NA,NA,,NA,,Maddison on-line
Malawi,1997,"10,419,991",,NA,NA,,NA,,Maddison on-line
Malawi,1998,"10,697,625",,NA,NA,,NA,,Maddison on-line
Malawi,1999,"10,977,362",,NA,NA,,NA,,Maddison on-line
Malawi,2000,"11,258,163",,NA,NA,,NA,,Maddison on-line
Malawi,2001,"11,539,920",,NA,NA,,NA,,Maddison on-line
Malawi,2002,"11,824,495",,NA,NA,,NA,,Maddison on-line
Malawi,2003,"12,113,276",,NA,NA,,NA,,Maddison on-line
Malawi,2004,"12,407,373",,NA,NA,,NA,,Maddison on-line
Malawi,2005,"12,707,464",,NA,NA,,NA,,Maddison on-line
Malawi,2006,"13,013,926",,NA,NA,,NA,,Maddison on-line
Malawi,2007,"13,327,079",,NA,NA,,NA,,Maddison on-line
Malawi,2008,"13,647,273",,NA,NA,,Temporal extrapolation,,Maddison on-line
Malawi,2030,"22,030,253",,NA,NA,,Temporal extrapolation,,Maddison on-line
Malaysia,1800,"287,000",5,Very poor,Arbitrary guess,,,,No data
Malaysia,1820,"287,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1850,"530,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1870,"800,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1890,"1,585,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1900,"2,232,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1901,"2,288,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1902,"2,345,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1903,"2,404,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1904,"2,467,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1905,"2,532,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1906,"2,601,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1907,"2,672,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1908,"2,745,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1909,"2,821,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1910,"2,893,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1911,"2,967,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1912,"3,025,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1913,"3,084,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1914,"3,144,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1915,"3,207,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1916,"3,271,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1917,"3,337,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1918,"3,404,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1919,"3,473,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1920,"3,545,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1921,"3,618,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1922,"3,698,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1923,"3,779,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1924,"3,863,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1925,"3,949,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1926,"4,038,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1927,"4,128,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1928,"4,221,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1929,"4,316,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1930,"4,413,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1931,"4,513,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1932,"4,604,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1933,"4,697,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1934,"4,793,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1935,"4,890,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1936,"4,993,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1937,"5,099,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1938,"5,207,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1939,"5,317,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1940,"5,434,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1941,"5,554,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1942,"5,592,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1943,"5,630,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1944,"5,668,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1945,"5,707,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1946,"5,746,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1947,"5,786,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1948,"5,922,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1949,"6,061,000",,NA,NA,,NA,,Maddison on-line
Malaysia,1950,"6,433,799",,NA,NA,,NA,,Maddison on-line
Malaysia,1951,"6,581,839",,NA,NA,,NA,,Maddison on-line
Malaysia,1952,"6,748,378",,NA,NA,,NA,,Maddison on-line
Malaysia,1953,"6,928,942",,NA,NA,,NA,,Maddison on-line
Malaysia,1954,"7,117,564",,NA,NA,,NA,,Maddison on-line
Malaysia,1955,"7,311,720",,NA,NA,,NA,,Maddison on-line
Malaysia,1956,"7,519,663",,NA,NA,,NA,,Maddison on-line
Malaysia,1957,"7,739,235",,NA,NA,,NA,,Maddison on-line
Malaysia,1958,"7,965,930",,NA,NA,,NA,,Maddison on-line
Malaysia,1959,"8,195,711",,NA,NA,,NA,,Maddison on-line
Malaysia,1960,"8,428,493",,NA,NA,,NA,,Maddison on-line
Malaysia,1961,"8,663,401",,NA,NA,,NA,,Maddison on-line
Malaysia,1962,"8,906,385",,NA,NA,,NA,,Maddison on-line
Malaysia,1963,"9,148,451",,NA,NA,,NA,,Maddison on-line
Malaysia,1964,"9,397,464",,NA,NA,,NA,,Maddison on-line
Malaysia,1965,"9,647,654",,NA,NA,,NA,,Maddison on-line
Malaysia,1966,"9,899,803",,NA,NA,,NA,,Maddison on-line
Malaysia,1967,"10,154,878",,NA,NA,,NA,,Maddison on-line
Malaysia,1968,"10,409,339",,NA,NA,,NA,,Maddison on-line
Malaysia,1969,"10,662,303",,NA,NA,,NA,,Maddison on-line
Malaysia,1970,"10,910,216",,NA,NA,,NA,,Maddison on-line
Malaysia,1971,"11,171,333",,NA,NA,,NA,,Maddison on-line
Malaysia,1972,"11,441,462",,NA,NA,,NA,,Maddison on-line
Malaysia,1973,"11,711,866",,NA,NA,,NA,,Maddison on-line
Malaysia,1974,"11,986,260",,NA,NA,,NA,,Maddison on-line
Malaysia,1975,"12,267,303",,NA,NA,,NA,,Maddison on-line
Malaysia,1976,"12,553,963",,NA,NA,,NA,,Maddison on-line
Malaysia,1977,"12,845,381",,NA,NA,,NA,,Maddison on-line
Malaysia,1978,"13,138,530",,NA,NA,,NA,,Maddison on-line
Malaysia,1979,"13,443,844",,NA,NA,,NA,,Maddison on-line
Malaysia,1980,"13,764,352",,NA,NA,,NA,,Maddison on-line
Malaysia,1981,"14,096,663",,NA,NA,,NA,,Maddison on-line
Malaysia,1982,"14,441,916",,NA,NA,,NA,,Maddison on-line
Malaysia,1983,"14,793,099",,NA,NA,,NA,,Maddison on-line
Malaysia,1984,"15,157,328",,NA,NA,,NA,,Maddison on-line
Malaysia,1985,"15,545,028",,NA,NA,,NA,,Maddison on-line
Malaysia,1986,"15,941,178",,NA,NA,,NA,,Maddison on-line
Malaysia,1987,"16,331,785",,NA,NA,,NA,,Maddison on-line
Malaysia,1988,"16,729,187",,NA,NA,,NA,,Maddison on-line
Malaysia,1989,"17,117,834",,NA,NA,,NA,,Maddison on-line
Malaysia,1990,"17,503,607",,NA,NA,,NA,,Maddison on-line
Malaysia,1991,"17,906,485",,NA,NA,,NA,,Maddison on-line
Malaysia,1992,"18,319,502",,NA,NA,,NA,,Maddison on-line
Malaysia,1993,"18,747,901",,NA,NA,,NA,,Maddison on-line
Malaysia,1994,"19,180,324",,NA,NA,,NA,,Maddison on-line
Malaysia,1995,"19,611,116",,NA,NA,,NA,,Maddison on-line
Malaysia,1996,"20,044,560",,NA,NA,,NA,,Maddison on-line
Malaysia,1997,"20,476,091",,NA,NA,,NA,,Maddison on-line
Malaysia,1998,"20,911,977",,NA,NA,,NA,,Maddison on-line
Malaysia,1999,"21,354,459",,NA,NA,,NA,,Maddison on-line
Malaysia,2000,"21,793,293",,NA,NA,,NA,,Maddison on-line
Malaysia,2001,"22,229,040",,NA,NA,,NA,,Maddison on-line
Malaysia,2002,"22,662,365",,NA,NA,,NA,,Maddison on-line
Malaysia,2003,"23,092,940",,NA,NA,,NA,,Maddison on-line
Malaysia,2004,"23,522,482",,NA,NA,,NA,,Maddison on-line
Malaysia,2005,"23,953,136",,NA,NA,,NA,,Maddison on-line
Malaysia,2006,"24,385,858",,NA,NA,,NA,,Maddison on-line
Malaysia,2007,"24,821,286",,NA,NA,,NA,,Maddison on-line
Malaysia,2008,"25,259,428",,NA,NA,,Temporal extrapolation,,Maddison on-line
Malaysia,2030,"35,305,588",,NA,NA,,Temporal extrapolation,,Maddison on-line
Maldives,1800,"42,378",5,Very poor,Arbitrary guess,,,,No data
Maldives,1820,"42,378",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison on-line
Maldives,1911,"72,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Maldives,1921,"70,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Maldives,1931,"79,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Maldives,1946,"82,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Maldives,1950,"79,293",,NA,NA,,NA,,Maddison on-line
Maldives,1951,"78,614",,NA,NA,,NA,,Maddison on-line
Maldives,1952,"77,940",,NA,NA,,NA,,Maddison on-line
Maldives,1953,"77,273",,NA,NA,,NA,,Maddison on-line
Maldives,1954,"78,684",,NA,NA,,NA,,Maddison on-line
Maldives,1955,"80,121",,NA,NA,,NA,,Maddison on-line
Maldives,1956,"81,585",,NA,NA,,NA,,Maddison on-line
Maldives,1957,"83,075",,NA,NA,,NA,,Maddison on-line
Maldives,1958,"87,582",,NA,NA,,NA,,Maddison on-line
Maldives,1959,"89,290",,NA,NA,,NA,,Maddison on-line
Maldives,1960,"92,247",,NA,NA,,NA,,Maddison on-line
Maldives,1961,"92,793",,NA,NA,,NA,,Maddison on-line
Maldives,1962,"92,744",,NA,NA,,NA,,Maddison on-line
Maldives,1963,"94,527",,NA,NA,,NA,,Maddison on-line
Maldives,1964,"94,244",,NA,NA,,NA,,Maddison on-line
Maldives,1965,"97,769",,NA,NA,,NA,,Maddison on-line
Maldives,1966,"100,937",,NA,NA,,NA,,Maddison on-line
Maldives,1967,"103,810",,NA,NA,,NA,,Maddison on-line
Maldives,1968,"107,000",,NA,NA,,NA,,Maddison on-line
Maldives,1969,"110,810",,NA,NA,,NA,,Maddison on-line
Maldives,1970,"114,572",,NA,NA,,NA,,Maddison on-line
Maldives,1971,"118,880",,NA,NA,,NA,,Maddison on-line
Maldives,1972,"122,681",,NA,NA,,NA,,Maddison on-line
Maldives,1973,"125,665",,NA,NA,,NA,,Maddison on-line
Maldives,1974,"128,722",,NA,NA,,NA,,Maddison on-line
Maldives,1975,"132,608",,NA,NA,,NA,,Maddison on-line
Maldives,1976,"136,604",,NA,NA,,NA,,Maddison on-line
Maldives,1977,"140,721",,NA,NA,,NA,,Maddison on-line
Maldives,1978,"144,875",,NA,NA,,NA,,Maddison on-line
Maldives,1979,"149,280",,NA,NA,,NA,,Maddison on-line
Maldives,1980,"153,957",,NA,NA,,NA,,Maddison on-line
Maldives,1981,"158,926",,NA,NA,,NA,,Maddison on-line
Maldives,1982,"164,210",,NA,NA,,NA,,Maddison on-line
Maldives,1983,"169,830",,NA,NA,,NA,,Maddison on-line
Maldives,1984,"175,800",,NA,NA,,NA,,Maddison on-line
Maldives,1985,"181,749",,NA,NA,,NA,,Maddison on-line
Maldives,1986,"188,125",,NA,NA,,NA,,Maddison on-line
Maldives,1987,"194,783",,NA,NA,,NA,,Maddison on-line
Maldives,1988,"201,721",,NA,NA,,NA,,Maddison on-line
Maldives,1989,"208,931",,NA,NA,,NA,,Maddison on-line
Maldives,1990,"216,401",,NA,NA,,NA,,Maddison on-line
Maldives,1991,"224,107",,NA,NA,,NA,,Maddison on-line
Maldives,1992,"232,026",,NA,NA,,NA,,Maddison on-line
Maldives,1993,"240,147",,NA,NA,,NA,,Maddison on-line
Maldives,1994,"248,459",,NA,NA,,NA,,Maddison on-line
Maldives,1995,"256,949",,NA,NA,,NA,,Maddison on-line
Maldives,1996,"265,592",,NA,NA,,NA,,Maddison on-line
Maldives,1997,"274,366",,NA,NA,,NA,,Maddison on-line
Maldives,1998,"283,271",,NA,NA,,NA,,Maddison on-line
Maldives,1999,"292,307",,NA,NA,,NA,,Maddison on-line
Maldives,2000,"301,475",,NA,NA,,NA,,Maddison on-line
Maldives,2001,"310,764",,NA,NA,,NA,,Maddison on-line
Maldives,2002,"320,165",,NA,NA,,NA,,Maddison on-line
Maldives,2003,"329,684",,NA,NA,,NA,,Maddison on-line
Maldives,2004,"339,330",,NA,NA,,NA,,Maddison on-line
Maldives,2005,"349,106",,NA,NA,,NA,,Maddison on-line
Maldives,2006,"359,008",,NA,NA,,NA,,Maddison on-line
Maldives,2007,"369,031",,NA,NA,,NA,,Maddison on-line
Maldives,2008,"379,174",,NA,NA,,Temporal extrapolation,,Maddison on-line
Maldives,2030,"618,167",,NA,NA,,Temporal extrapolation,,Maddison on-line
Mali,1800,"1,403,398",5,Very poor,Arbitrary guess,,,,No data
Mali,1820,"1,403,398",5,Very poor,NA,,Geographical interpolation,"Very rough (more than 50 years, involving many countries and some arbitrary assumptions)",Maddison on-line
